 TEXTURE FOR PHASE  1  AT VM STRAIN     0.500
  -48.42   79.53   10.47        0.0000629
  165.83   61.97   23.93        0.0000114
 -145.43   94.26   16.62        0.0004557
  -53.23   71.99   21.52        0.0000113
  170.93   11.19  -34.11        0.0003863
   87.93   63.54   61.74        0.0000237
  114.40   91.34   80.58        0.0000285
  126.39   87.17    3.40        0.0000461
   40.34   23.97   32.75        0.0001365
   -8.28   56.27   29.84        0.0000153
  -83.91   63.78   98.39        0.0001386
   24.47   56.49   67.57        0.0000084
 -166.37   50.05   53.57        0.0000219
  -70.95   56.69   17.20        0.0004230
  -13.49   77.16   19.40        0.0000230
   10.02   61.92   26.26        0.0004183
  113.58   73.64   23.66        0.0000282
  170.28   93.33   68.50        0.0000369
  -70.26   63.62   56.91        0.0001150
   -4.34   90.02   48.80        0.0001296
  118.67   88.38    1.75        0.0000289
 -130.49   40.65   50.56        0.0001071
 -119.99   48.33   41.17        0.0000646
  168.33    7.14  -25.95        0.0002607
  -40.99   82.05    6.97        0.0000661
 -132.01   32.55   49.33        0.0000630
   -8.22   48.31   33.82        0.0000104
    4.11   75.23   47.10        0.0001954
  -46.36   38.22   35.12        0.0001289
   62.23   79.47   81.97        0.0000170
  152.59   39.92   38.45        0.0000787
   87.66   59.94    8.75        0.0000191
   -0.73   68.26   46.64        0.0000135
  -49.23   25.45   52.84        0.0000390
  125.26   53.18   33.66        0.0001396
  -11.19   91.75   74.16        0.0000300
   42.25   67.68   73.72        0.0000496
  177.89   69.05   59.01        0.0001202
   91.02   65.46   63.87        0.0000119
  -52.29   62.88   30.78        0.0000116
  -44.70   36.01   38.47        0.0000464
  123.13   71.00   28.51        0.0001363
 -147.19   79.30   80.11        0.0000215
  130.91   53.74   32.58        0.0000325
  119.99   72.60   24.37        0.0000300
    2.08   56.04   35.55        0.0001926
 -170.27   71.23   57.20        0.0000717
   40.37   21.90   61.63        0.0000517
  179.93   43.75   42.89        0.0000080
   79.30   62.38   23.16        0.0000378
   32.30   50.50   70.51        0.0000296
  -27.69   50.85   25.02        0.0000323
   67.32   62.15   63.94        0.0001433
 -105.52   60.48   33.75        0.0000130
 -168.15   25.79   39.85        0.0000607
   74.41   83.76   35.39        0.0000370
   30.98   51.81   66.30        0.0000137
 -173.74   69.44    6.24        0.0000344
  -88.04   52.54   53.53        0.0006228
 -102.52   56.86   31.36        0.0001794
   68.98    5.15   43.69        0.0000419
   -6.02   30.50   30.81        0.0000473
  179.22   12.12   35.46        0.0000193
  133.59   39.30   45.61        0.0000211
  -38.70   80.54   11.00        0.0000182
 -159.54   20.46   50.00        0.0000308
 -171.52   58.62   57.87        0.0000086
    2.74   54.67   46.28        0.0001566
   70.08   75.36    4.55        0.0001443
   87.74   35.49    6.72        0.0000832
 -169.17   45.07   60.97        0.0000276
   12.72   89.91   23.17        0.0001859
  138.96   63.38   20.98        0.0000149
    1.43   21.49   41.59        0.0000696
   57.79   96.40   12.44        0.0000355
 -116.58   77.30   80.16        0.0001266
   -1.34   59.17   65.95        0.0000321
 -175.15   49.12   48.08        0.0000196
 -147.56   36.85   64.61        0.0000412
   66.54   85.40   81.33        0.0000427
   14.56    7.98  103.12        0.0000629
  -37.20   66.46   17.42        0.0000635
   -8.46   48.00   49.02        0.0001414
  -57.06   60.95   65.00        0.0003747
  -59.44   74.88   15.57        0.0001187
   81.24   39.98   18.03        0.0001763
   -0.27   53.43   40.84        0.0000438
   97.65   69.22   90.34        0.0000367
   -3.32   50.86   63.95        0.0000416
   90.25   66.34   72.53        0.0000246
 -157.61   84.19    4.79        0.0000817
 -171.61    7.63  119.02        0.0000299
  -26.43   56.23   94.61        0.0001775
  -39.41   24.46   63.43        0.0001596
 -116.05   59.16   46.10        0.0000294
 -145.19   71.60   77.76        0.0000924
 -103.28   46.46   39.11        0.0006817
    8.16    9.35   41.45        0.0001349
   48.62   61.48   63.20        0.0000198
  -67.57   19.58   66.29        0.0000425
  119.77   68.03   33.44        0.0000699
  132.51   63.99   27.47        0.0000379
   74.80   69.19   20.65        0.0001662
   -0.32   44.75   55.28        0.0000137
   71.20   77.66    9.99        0.0000986
  176.29   63.98   49.66        0.0003688
 -152.12   81.34   -2.55        0.0000621
   99.63   65.89   89.18        0.0001014
  178.26   42.04   37.04        0.0000065
  145.88   27.23   20.04        0.0000628
  -69.40   85.14    7.20        0.0000301
   -3.83   75.20   55.79        0.0001364
 -162.66   54.43    0.85        0.0000528
  -80.46   27.52    5.56        0.0003595
  -59.91   26.37   57.06        0.0000353
  -50.82   40.96   53.41        0.0000746
  -38.12   74.34   11.72        0.0001012
  179.85   48.53   41.55        0.0000085
   44.13   97.43   10.13        0.0000615
   57.64   70.86   63.69        0.0000418
 -174.19   91.31   17.24        0.0000281
   89.51   69.73   79.18        0.0000407
 -179.55   28.84   32.65        0.0000168
  178.17   86.59   35.23        0.0000255
   33.11   68.40   74.92        0.0000146
 -175.58   19.58  120.21        0.0000379
   50.82   52.94   66.72        0.0001887
  -31.55   77.75   85.12        0.0006095
 -141.11   74.99   79.37        0.0001896
   -5.96   74.86   60.01        0.0002276
  126.21   47.61   44.04        0.0000119
  174.09   41.09   65.96        0.0001438
  107.56   72.66   25.54        0.0000256
 -125.59   70.38   62.79        0.0000257
   68.01   72.92   58.29        0.0000460
 -111.82   52.10   34.48        0.0000391
   29.25   85.99   -1.05        0.0000219
 -165.37    9.85   47.26        0.0000306
   38.51   83.85   85.42        0.0000258
  -43.29   81.77   95.82        0.0003259
 -130.46   56.88   51.43        0.0000587
   43.32   93.27    4.98        0.0000364
 -142.09   91.53    3.48        0.0002096
   55.87   90.28    7.12        0.0001179
   68.16   80.95   85.47        0.0000319
  -51.52   59.43   37.52        0.0000650
  175.93   13.93   42.16        0.0000332
  -21.36   72.58   15.71        0.0000238
 -108.66   70.72   11.82        0.0004176
  -97.11   46.70   14.08        0.0001159
   91.14   49.35   92.52        0.0000720
  112.89   84.46    4.51        0.0000376
 -168.46   58.29   59.88        0.0000089
   62.24   81.89   78.35        0.0000400
 -113.51   95.90   34.15        0.0001451
  130.06   17.14   -5.83        0.0004737
  118.96   49.65   52.06        0.0000945
   66.46   33.35   19.91        0.0001139
    3.60   66.10   39.26        0.0003390
 -123.74   96.68   12.77        0.0002228
  -30.96   12.81  -23.63        0.0001807
  -78.87   72.96   47.69        0.0000195
  -25.59   69.96   17.43        0.0000148
 -117.01   60.09   47.79        0.0000225
   63.94   69.12   56.80        0.0000401
 -118.89   82.57   77.99        0.0000233
  133.06   29.12   57.66        0.0001425
   62.64   76.80   56.30        0.0002417
 -119.45   17.52   15.37        0.0000326
  -29.41   54.08   14.43        0.0000674
   87.03   63.92    0.99        0.0000293
   18.63   46.95   52.93        0.0003585
 -152.06   65.42   71.05        0.0000273
   11.54   85.73   22.30        0.0001831
  152.59   84.80   84.59        0.0001023
  -68.91   56.52   57.42        0.0000547
  -43.37   66.68   32.04        0.0001506
  104.88   29.59   68.03        0.0000918
 -120.86   53.26   43.07        0.0000127
 -123.59   75.24   68.79        0.0000184
  109.21   73.80   26.68        0.0000377
 -178.60   80.67   65.10        0.0000315
  138.32   56.08   20.52        0.0001338
  -86.16   58.14   24.12        0.0004435
 -153.68   60.88   -6.66        0.0001201
    2.78   76.60   44.46        0.0001502
  118.89   64.74   35.19        0.0000184
   47.55   28.91   25.75        0.0003327
   76.30   64.49   44.61        0.0000076
  -37.71   85.87    6.50        0.0000326
   35.84   41.09   68.04        0.0000575
   35.35   40.65   52.19        0.0000155
 -157.49   59.24   72.35        0.0000355
  138.16   57.37   47.27        0.0007528
   53.35   70.84   66.83        0.0000249
  -15.79   34.69   38.97        0.0000077
 -118.78   95.05   14.51        0.0001467
 -176.31   35.15   43.29        0.0000167
 -100.09   67.31   20.67        0.0000339
 -178.35   69.08   26.51        0.0000411
  133.70   85.99    4.01        0.0000481
   42.00   70.02  -10.32        0.0001578
   78.53   81.06   14.98        0.0000326
   12.77   81.62   65.88        0.0001615
   68.65   28.67   20.24        0.0000197
   83.85   49.69    6.77        0.0000495
  178.57   20.80   48.52        0.0000777
  -21.25   70.03   12.80        0.0000423
  132.57   79.89    9.60        0.0000158
  137.50   63.23   25.52        0.0000284
  -60.46   85.94    4.64        0.0000222
   -2.55   61.12   55.51        0.0000754
   41.68   83.36   84.42        0.0000258
  -38.26   78.75    8.81        0.0000797
  -63.00   70.76   35.23        0.0000251
  -91.84   57.39   13.50        0.0000993
  118.87   71.87   25.69        0.0000265
  -12.55   74.37   61.21        0.0003712
  153.96    9.01  -25.49        0.0004767
 -161.39   18.91   41.88        0.0000109
    6.61   43.86   27.98        0.0002387
 -152.72   85.55   -1.13        0.0000380
  -92.89   65.85   81.27        0.0000280
  -67.24   81.03   15.19        0.0000221
   -0.10   66.24   51.64        0.0000133
 -102.78   59.55   21.43        0.0000398
  -87.86   70.86   27.68        0.0000124
  -67.14   83.74    9.53        0.0000227
 -108.64   75.63   72.18        0.0000163
  106.75   45.84   81.23        0.0002944
  -48.68   68.92   20.99        0.0000729
 -136.49   87.55    1.84        0.0006543
    2.92   81.93   60.27        0.0000208
 -111.05   17.01   54.40        0.0005158
 -178.66   21.85   50.08        0.0000380
   99.64   49.20   61.17        0.0001977
   -4.92   58.82   36.38        0.0000091
    0.19   40.34   51.57        0.0000060
  174.85   55.96   31.41        0.0000123
  150.35   70.77   15.71        0.0000131
 -113.68   52.35   35.54        0.0000143
  157.08   29.99   31.70        0.0000262
 -134.05   84.18   -3.82        0.0003629
  175.52    6.36   44.73        0.0000614
    9.99   11.63  105.06        0.0000575
   73.94   47.36   21.40        0.0000493
 -164.91   54.16   56.77        0.0000120
   -1.55   43.09   35.80        0.0000402
  107.43   59.82   61.44        0.0001620
  154.27   28.35   36.86        0.0000158
 -179.37   79.36   53.76        0.0000159
  174.17   44.29   67.14        0.0001174
   62.42   42.98   36.34        0.0000327
 -126.62   71.30   70.96        0.0001619
 -110.05   77.00   70.58        0.0000145
  -20.57   11.71   46.66        0.0000284
 -124.95   72.34   65.62        0.0000154
 -148.59   80.69   -3.90        0.0001116
  -95.94   67.98   81.83        0.0000371
  168.33   43.17   30.78        0.0000063
   -6.56   53.54   35.76        0.0000072
 -144.65   56.21   71.51        0.0001064
   30.58   78.77   80.74        0.0000168
 -175.76   16.05   47.90        0.0000204
 -148.57   67.33   78.18        0.0001096
   77.31   13.35   73.77        0.0005589
  115.11    4.82   38.25        0.0000877
  -49.00   66.07   14.57        0.0003850
  120.99   72.89   16.74        0.0000295
 -143.18   52.03   64.33        0.0000530
 -121.96   33.74   22.45        0.0001285
  172.99   82.43   43.18        0.0002158
   -4.74   72.73   59.33        0.0001640
   -1.36   20.60   47.05        0.0000100
  -46.05   79.78   14.59        0.0000704
  -95.28   66.40   22.28        0.0000132
  -71.94   84.26   16.42        0.0000323
 -135.64   95.19    8.40        0.0004584
 -115.94   74.57   65.16        0.0000135
 -176.49   86.32   25.79        0.0000378
 -151.22   88.90    0.53        0.0000314
 -168.35   26.02   49.22        0.0000076
  142.91   53.71   22.04        0.0000343
 -118.22   45.52   40.80        0.0003003
  -82.57   41.03   80.57        0.0000154
   89.03   54.47    9.22        0.0000625
   36.70   70.65   71.54        0.0000700
   93.59   56.90   82.87        0.0000192
  -28.21   42.19   18.33        0.0000328
  -32.19   38.28   38.55        0.0000149
   79.04   52.44   13.68        0.0001181
   23.35   84.89   84.85        0.0000218
  179.11   58.74   47.93        0.0000959
 -172.52   52.04   26.22        0.0001617
 -137.09   91.57    5.79        0.0005943
 -109.57   72.89   82.71        0.0002422
   80.78   35.46   13.47        0.0000430
    5.40   85.19   68.98        0.0000208
  138.38   50.51   37.29        0.0001520
  -32.07   38.37   17.70        0.0000721
   24.92   21.67   28.79        0.0004096
 -130.88   19.80  101.46        0.0002072
    5.35   52.17   60.63        0.0000100
 -113.18   66.23   67.84        0.0003703
 -169.96   53.87   55.45        0.0000082
  144.17   57.21  105.66        0.0001207
   59.31   68.94   65.07        0.0000066
   58.29   61.79   75.51        0.0001745
 -116.55   63.59   47.60        0.0000161
  163.45   37.49   42.10        0.0004115
 -171.10   77.34   70.84        0.0000386
   31.04   18.10   34.55        0.0001504
 -149.45   84.80    3.67        0.0004266
   45.70   82.55   -4.72        0.0000675
  -46.46   81.50    8.85        0.0000334
  119.29   73.52   33.88        0.0002392
    7.70   69.63   36.75        0.0005118
   44.56   81.77   81.84        0.0000382
  167.14   35.41   34.69        0.0000122
  154.40   56.34   19.11        0.0000155
 -109.20   87.97   27.56        0.0000757
   -0.36   69.66   64.63        0.0000252
 -179.09   31.23   54.34        0.0000562
   69.49   68.46   36.42        0.0002095
   54.75   58.64   52.20        0.0000762
   69.80   68.12   30.49        0.0003902
   76.82   86.16   41.24        0.0000246
  125.34   43.93   48.36        0.0000183
  128.88   72.08   21.52        0.0000558
  172.78    4.56  -36.74        0.0001430
 -159.69   84.84   79.55        0.0000283
    7.38   53.74   60.08        0.0000102
  109.48   76.31   83.56        0.0001341
 -146.85   87.01   87.23        0.0000307
   98.95   52.47   68.58        0.0000511
   27.95   43.07   49.43        0.0003588
  -39.94   63.78   23.47        0.0000112
   72.64   24.96   97.52        0.0001801
  -51.46   44.00   41.97        0.0000877
   15.50   45.30   51.24        0.0004263
 -168.77   67.75   55.65        0.0000883
 -148.06   20.55   81.65        0.0001495
   -1.36   44.10   47.83        0.0000097
   27.32    9.88   46.26        0.0000341
  -23.77   12.30   52.40        0.0000156
   36.69   21.17   39.95        0.0000202
   87.62    3.04   63.11        0.0000805
  177.53   49.86   28.43        0.0000137
  -49.15   72.19   18.30        0.0000453
   41.23   63.77   66.82        0.0000087
 -108.60   45.74   24.18        0.0000147
 -118.54   92.65   12.03        0.0001573
   96.00   14.96   63.05        0.0004237
  105.79   43.25   69.92        0.0000218
   45.60   42.46   51.26        0.0000175
  106.28   69.81   54.35        0.0000728
 -161.92   86.49   76.33        0.0000297
    8.53   25.22   55.97        0.0000129
